1,True,Gambler,1
2,True,Gambler,1
3,True,Gambler,1
4,True,Gambler,1
5,True,Gambler,2
6,True,Gambler,1
7,True,Gambler,1
8,False,House,0
9,True,Gambler,2
10,False,House,0
11,True,Gambler,2
12,False,House,0
13,False,House,0
14,True,Gambler,2
15,False,House,0
16,True,Gambler,1
17,False,House,0
18,False,House,0
19,False,House,0
20,True,Gambler,1
21,True,Gambler,1
22,False,House,0
23,True,Gambler,1
24,False,House,0
25,False,House,0
26,False,House,0
27,False,House,0
28,True,Gambler,2
29,False,House,0
30,False,House,0
31,False,House,0
32,True,Gambler,1
33,True,Gambler,2
34,True,Gambler,2
35,False,House,0
36,False,House,0
37,False,House,0
38,True,Gambler,2
39,False,House,0
40,False,House,0
41,False,House,0
42,True,Gambler,1
43,True,Gambler,1
44,False,House,0
45,False,House,0
46,False,House,0
47,False,House,0
48,False,House,0
49,False,House,0
50,True,Gambler,2
51,False,House,0
52,False,House,0
53,True,Gambler,3
54,True,Gambler,1
55,True,Gambler,1
56,True,Gambler,1
57,True,Gambler,1
58,True,Gambler,2
59,False,House,0
60,True,Gambler,1
61,True,Gambler,1
62,False,House,0
63,False,House,0
64,False,House,0
65,True,Gambler,1
66,False,House,0
67,False,House,0
68,True,Gambler,1
69,False,House,0
70,False,House,0
71,True,Gambler,1
72,False,House,0
73,True,Gambler,2
74,True,Gambler,1
75,False,House,0
76,False,House,0
77,False,House,0
78,False,House,0
79,True,Gambler,2
80,True,Gambler,1
81,False,House,0
82,True,Gambler,1
83,True,Gambler,1
84,True,Gambler,1
85,False,House,0
86,False,House,0
87,False,House,0
88,False,House,0
89,True,Gambler,1
90,False,House,0
91,False,House,0
92,False,House,0
93,True,Gambler,2
94,True,Gambler,3
95,True,Gambler,1
96,False,House,0
97,False,House,0
98,True,Gambler,1
99,True,Gambler,2
100,False,House,0
101,False,House,0
102,True,Gambler,2
103,False,House,0
104,False,House,0
105,False,House,0
106,True,Gambler,2
107,True,Gambler,1
108,False,House,0
109,False,House,0
110,True,Gambler,1
111,False,House,0
112,True,Gambler,1
113,True,Gambler,2
114,False,House,0
115,False,House,0
116,True,Gambler,1
117,False,House,0
118,False,House,0
119,False,House,0
120,True,Gambler,1
121,True,Gambler,1
122,True,Gambler,1
123,False,House,0
124,True,Gambler,1
125,True,Gambler,1
126,False,House,0
127,False,House,0
128,False,House,0
129,True,Gambler,1
130,False,House,0
131,False,House,0
132,True,Gambler,1
133,True,Gambler,1
134,True,Gambler,2
135,False,House,0
136,False,House,0
137,True,Gambler,4
138,True,Gambler,1
139,False,House,0
140,False,House,0
141,True,Gambler,1
142,False,House,0
143,True,Gambler,1
144,True,Gambler,2
145,False,House,0
146,False,House,0
147,False,House,0
148,False,House,0
149,False,House,0
150,True,Gambler,1
151,False,House,0
152,False,House,0
153,False,House,0
154,False,House,0
155,False,House,0
156,False,House,0
157,False,House,0
158,True,Gambler,1
159,False,House,0
160,False,House,0
161,False,House,0
162,False,House,0
163,True,Gambler,1
