55,F
55,F
55,F
55,F
55,F
56,F
56,F
57,F
57,F
58,D
58,D
58,D
59,D
59,D
59,D
59,D
60,D
60,D
61,D
61,D
61,D
61,D
62,D
62,D
62,D
62,D
62,D
62,D
63,D
63,D
63,D
63,D
64,D
64,D
64,D
65,D
65,D
66,D
66,D
66,D
66,D
67,D
67,D
67,D
67,D
67,D
67,D
67,D
68,D
70,D
70,D
71,C
71,C
71,C
72,C
72,C
73,C
73,C
73,C
73,C
73,C
74,C
74,C
74,C
75,C
75,C
76,C
76,C
77,C
77,C
77,C
77,C
77,C
77,C
78,C
78,C
78,C
78,C
79,C
79,C
79,C
79,C
80,C
80,C
81,C
81,C
81,C
81,C
81,C
82,C
82,C
82,C
83,C
84,C
84,C
84,C
85,B
85,B
85,B
86,B
86,B
86,B
86,B
86,B
86,B
87,B
87,B
87,B
87,B
87,B
87,B
88,B
88,B
88,B
89,B
89,B
90,B
90,B
90,B
91,B
91,B
92,B
92,B
93,B
93,B
93,B
93,B
93,B
93,B
94,B
94,B
95,B
95,B
95,B
96,B
96,B
96,B
97,B
97,B
98,A
98,A
99,A
99,A
99,A
99,A
99,A
100,A
100,A
100,A
100,A
